"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"949",20,20,24,30,21,22,25,20,22,24,20,23,38,27,25,24,23,23,23,24,24,21,24,20,24,24,26,24,27,23,21,25,24,25,25
"950",29,22,20,15,23,30,27,25,23,23,23,28,22,24,22,27,24,25,25,20,23,25,27,21,26,24,19,24,25,26,23,22,24,22,25
"951",23,25,21,20,24,29,27,22,26,29,18,27,23,26,23,21,22,32,26,28,25,26,25,25,30,26,24,25,25,22,27,24,23,25,24
"952",29,33,22,27,24,23,26,19,25,22,29,22,25,24,28,28,26,20,30,25,27,22,27,24,23,23,26,26,24,24,25,25,21,25,23
"953",24,26,23,23,29,15,19,26,24,20,26,24,27,27,31,21,26,30,27,28,26,22,22,23,24,25,23,24,26,22,23,26,29,24,27
"954",23,25,18,25,25,28,23,25,32,27,28,27,25,21,26,22,26,27,20,22,26,22,24,22,26,21,27,24,24,27,26,25,25,27,28
"955",29,27,24,26,28,32,28,28,26,29,26,26,27,30,25,23,26,26,23,20,26,25,25,27,22,25,24,24,26,23,25,22,25,27,23
"956",32,27,21,29,25,16,30,22,29,26,19,27,25,24,27,24,26,26,27,24,23,28,22,25,26,26,25,26,20,23,26,22,25,24,24
"957",20,17,20,18,24,27,23,17,23,17,25,20,17,23,23,25,20,26,26,25,25,24,19,24,23,23,27,24,25,23,24,24,26,26,27
"958",18,24,20,17,21,28,21,24,25,25,24,22,24,22,22,24,21,19,24,22,25,24,26,25,25,25,24,26,23,27,23,26,26,26,25
"959",29,15,26,26,25,23,26,28,18,25,21,27,29,28,26,23,28,23,29,25,27,27,22,26,23,27,23,22,28,26,23,23,26,25,24
"960",26,29,31,24,20,27,26,32,19,22,24,21,22,20,24,21,22,24,23,23,20,23,27,24,26,28,23,26,28,23,26,26,25,26,25
"961",17,26,23,25,25,18,22,21,20,27,27,25,20,21,31,26,27,23,22,28,26,24,23,24,25,27,21,23,25,27,23,24,23,22,22
"962",25,28,23,23,18,29,18,18,22,19,25,24,34,23,27,27,26,26,25,24,25,20,24,22,19,23,23,26,25,25,26,24,25,26,24
"963",26,21,22,25,24,19,25,19,27,24,25,25,20,20,17,24,31,27,26,26,22,24,23,21,17,25,28,29,21,23,22,24,28,24,26
"964",25,15,26,31,25,30,26,22,23,23,19,23,21,24,29,24,27,29,25,27,30,22,21,22,22,24,25,25,23,25,23,29,25,23,22
"965",22,26,29,26,25,24,26,24,20,26,27,25,25,26,26,23,23,19,25,28,21,25,30,25,23,21,23,24,23,25,23,23,26,24,24
"966",26,25,29,22,28,25,25,20,22,23,26,19,25,22,29,27,23,23,30,23,24,24,25,19,23,25,27,23,25,21,25,21,25,25,24
"967",20,29,25,29,26,19,18,19,28,22,18,34,22,22,31,23,21,28,23,23,24,22,24,21,22,25,24,25,33,24,25,23,23,24,23
"968",25,34,18,24,30,19,24,21,23,24,24,27,21,24,27,24,28,26,24,34,23,28,26,27,23,21,22,24,26,26,23,24,26,25,23
"969",24,16,17,23,28,15,28,19,24,28,27,21,19,25,30,24,22,26,31,24,19,28,22,22,25,23,26,27,23,27,25,24,27,24,26
"970",24,32,21,32,26,25,19,20,21,24,24,19,19,22,22,23,29,26,27,25,23,23,21,26,26,22,28,25,23,26,26,25,24,25,25
"971",29,24,21,31,26,25,23,24,19,17,30,25,20,29,27,24,27,28,26,27,26,26,28,24,26,22,20,23,25,27,25,24,23,26,25
"972",30,23,24,27,25,27,29,22,18,19,23,29,22,25,25,21,22,28,23,27,22,25,25,25,21,23,26,23,24,24,25,25,23,24,21
"973",21,27,26,22,23,19,19,25,32,27,21,27,30,24,28,24,21,24,22,21,26,26,27,26,24,25,21,23,28,28,26,26,24,23,28
"974",18,24,22,30,23,25,26,19,21,25,28,29,29,16,24,26,23,24,26,28,25,28,24,29,27,23,25,27,22,24,26,24,24,24,24
"975",27,28,29,21,21,25,30,26,22,31,24,30,29,26,22,26,29,29,23,21,22,25,26,26,23,22,23,27,23,27,24,24,24,25,26
"976",26,21,23,23,15,21,22,25,21,30,22,26,27,24,25,22,25,26,24,27,24,22,26,24,27,26,28,23,24,23,24,27,23,23,26
"977",22,26,31,22,23,23,23,25,18,22,21,29,33,24,25,24,25,20,27,25,25,23,28,24,20,20,25,23,24,25,22,24,23,23,23
"978",28,33,26,26,24,24,27,27,19,29,27,21,25,23,25,25,26,21,26,21,24,24,28,20,23,27,24,26,25,25,24,26,24,24,24
"979",23,18,32,24,33,30,37,23,22,26,22,30,21,30,23,22,27,26,23,27,28,23,20,25,26,23,25,24,27,27,25,24,24,26,25
"980",24,26,17,29,24,23,27,20,27,28,22,27,25,21,24,26,24,23,25,25,24,26,27,23,22,23,26,23,22,28,23,25,25,26,25
"981",30,16,24,25,16,18,20,30,21,18,21,27,27,24,23,27,25,23,26,26,23,23,26,23,27,21,25,27,21,25,22,22,27,26,25
"982",29,31,29,26,31,26,27,25,22,28,26,19,27,26,31,21,24,28,25,28,25,26,20,24,27,24,29,22,28,24,25,25,25,24,22
"983",20,23,19,21,25,24,25,26,28,27,27,20,25,21,27,23,24,22,19,28,27,26,21,25,23,24,25,24,25,27,26,25,24,29,24
"984",25,27,23,23,20,23,18,26,21,22,19,26,19,19,24,24,25,26,25,33,23,25,26,23,28,25,23,26,29,24,23,23,25,24,25
"985",22,22,24,27,25,20,26,30,20,22,28,28,27,25,26,24,29,24,25,27,24,26,22,26,26,24,24,24,26,23,27,28,25,24,25
"986",34,25,24,23,23,28,24,28,28,25,25,25,28,22,19,23,23,23,24,29,28,26,20,21,26,26,29,25,26,22,27,24,25,24,26
"987",26,21,30,31,27,18,25,29,20,22,26,21,19,30,29,18,20,29,18,28,28,23,25,26,27,26,27,26,25,25,23,25,24,25,25
"988",21,19,27,27,29,26,18,28,23,27,23,27,20,23,25,21,20,26,25,22,23,29,20,27,28,27,23,25,28,30,26,29,24,26,23
"989",26,32,23,19,27,23,26,27,29,19,21,24,21,22,16,19,25,24,25,25,22,29,21,23,22,25,25,25,26,28,26,23,26,21,29
"990",27,28,29,25,20,25,19,25,26,28,24,21,31,23,24,30,21,27,27,21,20,23,24,25,22,24,22,21,26,24,24,23,26,25,27
"991",21,28,28,20,14,16,24,21,23,23,26,28,20,24,23,25,28,21,25,26,27,25,23,25,25,23,24,22,21,27,24,23,23,24,24
"992",21,22,30,27,27,22,21,28,31,29,30,23,22,15,29,28,24,19,24,25,25,23,23,28,25,26,23,24,24,27,25,24,21,24,20
"993",27,33,25,24,26,20,26,19,31,26,25,29,29,26,20,26,26,32,25,22,27,24,25,25,24,26,25,24,23,20,24,23,24,26,26
"994",24,32,25,28,23,19,25,29,26,28,22,23,28,22,22,21,24,23,26,21,22,28,28,22,23,25,22,26,23,25,22,27,24,25,26
"995",30,24,22,24,29,22,20,19,32,28,22,29,22,26,27,22,29,20,27,25,26,28,26,23,26,19,24,22,26,24,26,27,23,28,23
"996",21,25,25,16,33,25,21,26,24,29,21,26,22,27,27,26,22,25,22,20,30,26,27,25,25,26,28,24,24,27,24,25,24,26,28
"997",21,21,28,24,30,24,27,29,26,32,24,26,27,33,27,26,27,24,26,24,24,25,26,25,22,27,28,23,27,25,26,21,22,23,25
"998",23,30,22,34,21,22,23,24,31,18,27,30,19,29,24,23,23,21,22,24,22,27,24,26,26,30,21,24,26,22,22,29,23,22,27
"999",22,19,26,28,19,29,21,20,22,30,18,25,26,21,28,23,19,23,28,21,26,27,23,21,28,26,24,23,23,23,25,22,25,26,22
"1000",27,27,24,31,22,24,19,20,24,28,24,23,18,28,19,28,29,20,23,24,28,26,26,24,21,24,22,24,26,24,25,25,21,24,27
"1001",22,17,29,16,23,25,30,26,23,22,31,25,28,25,27,26,24,22,22,22,29,27,26,26,21,21,21,24,23,25,22,21,26,25,22
"1002",27,23,28,22,28,25,26,29,24,27,24,21,25,24,26,22,25,21,24,26,26,27,24,28,29,24,26,27,27,26,22,25,22,24,23
